date,close,open,high,low
09/28/2021,42092.6,42553.8,42108.5,40815
09/27/2021,43863.5,41960.3,44293.2,42949.7
09/26/2021,43889.5,42199.8,44293.2,42949.7
09/25/2021,42234.2,42634.9,42737.6,41943.9
09/24/2021,42654.1,44289,42944,42073.8
09/23/2021,44365.4,44070,44977.5,44336.6
09/22/2021,43959.2,42051.4,44162.9,43090.1
09/21/2021,42206.2,42684.5,42393.4,40585.7
09/20/2021,42686.2,45584.9,43035.6,40401.5
09/19/2021,45526.3,47840.2,47323.9,45310.7
09/18/2021,47940.9,47926.1,48341.9,47650.8
09/17/2021,47526.6,48032.7,47572,47070.5
09/16/2021,47876.3,47625.4,48095.8,47466.5
09/15/2021,47545.5,47091.9,48181.9,47358.8
09/14/2021,47097.4,45193.2,47396,46953.7
09/13/2021,45281.7,44845,45353.8,44718.7
09/12/2021,44973.6,45319.6,46269.8,44830
09/11/2021,45308.7,45190.1,45338.8,44755.2
09/10/2021,45023.2,46721.5,45476.1,44766.6
09/09/2021,46604.7,45973.9,47021.6,46287.7
09/08/2021,45904.5,46444.2,46341.9,45609
09/07/2021,46533.2,52649.9,47316.9,46329.3
09/06/2021,52639.6,51601.2,52885.3,52388.6
09/05/2021,50129.3,50099.3,50285.9,49492.4
09/04/2021,49716.3,50280.5,50285.9,49705.6
09/03/2021,50267.4,49485.2,50346.3,49603.1
09/02/2021,49446.8,49567,49497.3,48377.3
09/01/2021,49571.7,47050.5,49870.3,48612.9
08/31/2021,46918.2,47151.5,47289.5,46533.1
08/30/2021,47177,47964.3,47204.9,46709.3
08/29/2021,47944.6,48231.9,48886,47822.7
08/28/2021,48258.5,48862.5,49621.7,48101.9
08/27/2021,48880.7,46822.3,49289.4,48846.4
08/26/2021,46867.7,47263.6,49347.8,46584
08/25/2021,47967.1,47993.2,49347.8,47898.8
08/24/2021,48000.6,49341.6,48277.5,47669.8
08/23/2021,49352.5,50263.4,49685.2,48812.4
08/22/2021,50226.5,48807.3,50329.4,49099
08/21/2021,48736.4,48834.5,49164.1,48623.7
08/20/2021,48901.9,47056.5,49334,48744.8
08/19/2021,47048,44073.6,47377.9,46646.8
08/18/2021,44177.2,45048.2,45184.6,44086.7
08/17/2021,44959,46393.3,45133.9,44230
08/16/2021,46399.9,47375.4,46589.1,45323.2
08/15/2021,47497.9,46870.1,48002.4,46814.1
08/14/2021,47015.6,47546,47344.1,46928
08/13/2021,47500.4,44950.2,47826.5,47408.6
08/12/2021,44962.2,45916.8,45012.1,44242.4
08/11/2021,46123.5,45585.1,46213.8,45432.5
08/10/2021,45600.4,45714.8,45983,45367.9
08/09/2021,45689.8,43504.9,46663.4,45659.4
08/08/2021,43552.4,44327.7,43958.6,42824.1
08/07/2021,44307.8,43712.7,44749.5,43842.5
08/06/2021,43672.9,40223.3,43707.4,42611
08/05/2021,40166.6,39433.6,40979,39967.4
08/04/2021,39431.3,37972.1,39834.2,39202.6
08/03/2021,38054.8,38653.8,38555.5,37904.4
08/02/2021,38569.7,39789.5,39766.6,38543.5
08/01/2021,39782.5,42446.5,40078.5,39306.9
07/31/2021,42281.8,41818,42361.8,41123.8
07/30/2021,41914.8,39981.7,42285.3,41645.5
07/29/2021,39976.3,39657.8,40245.6,39769.8
07/28/2021,39740.4,39845,40205.2,39340.8
07/27/2021,39831.3,36552,40296.4,38946.6
07/26/2021,36914.2,38072.6,37514.9,36427.4
07/25/2021,38138,33824.8,39639.9,35236.7
07/24/2021,34234.5,33670.3,34302.5,33956.8
07/23/2021,33611.3,32591.5,33776.7,33412.9
07/22/2021,32537.4,31941.1,32746.2,32215
07/21/2021,31960.1,29841.3,32352.3,31803.1
07/20/2021,29849.9,29609.5,29901.8,29519.3
07/19/2021,29619.3,31553.7,31040.8,29574
07/18/2021,31577.7,32151.5,31838.7,31462.8
07/17/2021,32132.1,31310.2,32408.2,31490.2
07/16/2021,31326.6,31899.8,31616.8,31207.8
07/15/2021,31906.4,32760.4,32016.9,31581.1
07/14/2021,32711.8,32543.1,33157,32657.7
07/13/2021,31785,33075.9,32778.8,31695.8
07/12/2021,33139.4,34267.6,33220.4,32839.5
07/11/2021,34504.4,33535.6,34507.9,34077.1
07/10/2021,33461.4,33725,33794.9,33434.4
07/09/2021,33827.8,32747,34221,33678
07/08/2021,32956.6,33372.9,32993.5,32367
07/07/2021,33359.6,34444.3,33923.2,33095.9
07/06/2021,34428.1,33923.3,34495.7,33966.6
07/05/2021,33883.2,34371.6,34157.4,33669.5
07/04/2021,34334.7,34742.8,35300.5,34309.2
07/03/2021,34771.6,33299,34909.8,33363.3
07/02/2021,33396,32909.5,33895.1,33363.3
07/01/2021,32895.6,34155.1,33925.9,32778.7
06/30/2021,34202.6,35071.7,35030.7,34174.5
06/29/2021,35254.7,34584.1,36089.5,35148.9
06/28/2021,34555.3,34396.1,35125.8,34247.6
06/27/2021,34458.7,33152.6,34884,34319.5
06/26/2021,33189.6,32000,33192.3,32041.7
06/25/2021,32063.6,35103.5,32214.2,31360.1
06/24/2021,35098.7,32612.9,35490.9,34304.2
06/23/2021,32466.3,33989.2,33798.6,32376.2
06/22/2021,33811.7,33028.2,34236.2,31736.5
06/21/2021,33025.6,34691,33181.2,31216
06/20/2021,34681,35531.9,35708.4,34676.1
06/19/2021,35636.2,35084.1,35788.1,35176.2
06/18/2021,34963.5,37925.6,36283.5,34845.5
06/17/2021,37940.2,38862.5,38166,37231.8
06/16/2021,38834.5,40031.8,38963.7,38231.4
06/15/2021,40023.9,40403.5,40167.5,39645.3
06/14/2021,40479.3,38995.2,40838.1,39920
06/13/2021,38826.4,34881.8,39784.6,38769.9
06/12/2021,34950.8,35585.4,35903.9,34876.1
06/11/2021,35339.5,36758.6,37437.3,35335.8
06/10/2021,36665.9,36955.5,37177.3,36003.3
06/09/2021,37012.9,32881,37595.3,36759.8
06/08/2021,32952.3,32819.6,33502.8,32428.6
06/07/2021,32869,36384,34047.8,32447
06/06/2021,36404.7,36002.2,36754.6,35576.3
06/05/2021,35968.9,37400.3,36225.5,35421.5
06/04/2021,37419.3,37928.2,37811.3,36666.8
06/03/2021,37877.1,37636,39255.4,37442.6
06/02/2021,37581.7,36479.5,37812.7,37193.6
06/01/2021,36395.6,36699.5,36856.2,35981.1
05/31/2021,36617.3,34503.3,37850.3,36539.1
05/30/2021,34408.7,34780.3,35931.9,34330.2
05/29/2021,34670.7,36465.5,34773.6,33441
05/28/2021,36324.7,38279,36717.8,35651.4
05/27/2021,37973.8,37616.5,38844.1,37790.4
05/26/2021,37470,39562.9,39249,37190.8
05/25/2021,39444.5,38360.3,39497.3,37847
05/24/2021,38288.4,35268.6,39740.8,37875.1
05/23/2021,35298.3,37460.4,35863.1,34715.3
05/22/2021,37436.4,36979.4,38248.7,36822.9
05/21/2021,36906.3,40710.8,38056.8,36606.7
05/20/2021,40779.5,38170.6,42108.3,40521.5
05/19/2021,38220.1,40491.1,38573.3,35010.4
05/18/2021,40569,45042.4,43516.6,40164.2
05/17/2021,44847.2,44482,45231.4,43186.8
05/16/2021,43493.4,48167.2,46545.4,43072.5
05/15/2021,47875.9,50046.3,48323.8,46574.6
05/14/2021,49762.8,49176.2,50640.9,49303.7
05/13/2021,49391.5,50260.7,50387.3,49258
05/12/2021,49715.2,57762.7,50843,46331.1
05/11/2021,57752.6,55164.2,57753,56597.1
05/10/2021,55126.4,59400.6,56384.2,54550.4
05/09/2021,59352.4,58585.3,59426.6,58066
05/08/2021,58976.3,58110.5,59227,58391.4
05/07/2021,58058.1,55732,58412.9,56972.2
05/06/2021,55920,56835.9,57080.7,55533.7
05/05/2021,56860.9,55024.5,57560.8,56623.5
05/04/2021,55085.6,55745.7,55088.1,53872.5
05/03/2021,55470.2,57953.7,57201.3,54735.3
05/02/2021,57961.5,56532.2,58261.4,56562.4
05/01/2021,56591,58189.8,57868.4,56556.1
04/30/2021,58188.8,53706,58449.4,57528.9
04/29/2021,53667,54270.4,53802.7,53088.7
04/28/2021,54165.8,54818.7,55173.7,54164.4
04/27/2021,55019.8,53505.3,55718.8,54871.9
04/26/2021,53527.9,52388.1,54120.6,53431.1
04/25/2021,52265.6,49690.8,52420.9,48815.9
04/24/2021,49705.9,50128.7,50438.8,49658.6
04/23/2021,50207,50294.7,51183,49380.6
04/22/2021,50197.1,53456.3,52099.9,48788.3
04/21/2021,53351.4,55256.9,54606.2,52585.9
04/20/2021,55500.5,54709,56764.4,55447.9
04/19/2021,54759.9,57060.2,55776.8,54404.6
04/18/2021,57230.4,55371.5,57275.2,55767
04/17/2021,53728.9,62404.8,60362.1,51817.6
04/16/2021,62376.3,62936.8,62509.1,61155.6
04/15/2021,63063.3,63055.8,63518.5,62738.3
04/14/2021,63001.1,63715.3,63347.3,62361.7
04/13/2021,63809,60496.3,63818.7,63080.7
04/12/2021,60535.5,60350.4,61068.3,59839.4
04/11/2021,60211.2,60267.1,60311.3,59598.2
04/10/2021,60319.8,59206.4,60667.1,59640.8
04/09/2021,59119.4,58010.7,59149.9,57900
04/08/2021,58081.2,56565.9,58391.3,57832.9
04/07/2021,56580.9,57900.4,56674.6,55721.6
04/06/2021,57907.1,58611.7,58192.7,57286.9
04/05/2021,58800.4,57452.1,59487,58662
04/04/2021,57555.1,57541.4,58355,57497.6
04/03/2021,57325.1,59216.6,57448.9,56470.6
04/02/2021,59205.3,59676.4,59414,58948.5
04/01/2021,59733.7,59083.4,60134.9,58496.3
03/31/2021,58995.8,58673.7,59309.8,58738.9
03/30/2021,58534.6,57320,59030.2,58429.8
03/29/2021,57141,55344.1,57752.7,57128.3
03/28/2021,55393.9,55791.9,55899.4,55002.9
03/27/2021,56133.6,54786.9,56174.8,55645.5
03/26/2021,54751.7,51667.2,55532.1,54551.8
03/25/2021,52428.5,52189.3,52669.2,51306.1
03/24/2021,52136.7,54447.1,52763,51561.3
03/23/2021,54444.7,54517.9,54716.8,53579.1
03/22/2021,54577,57558.1,55287.5,53842.1
03/21/2021,57316.4,57809.8,57443.4,56357.5
03/20/2021,57754.5,58419.7,58583.8,57471.4
03/19/2021,58296.2,57773,58877.5,57863
03/18/2021,57859.3,58724.5,57876.5,56305.1
03/17/2021,58727.6,55489.5,59489.4,58621.9
03/16/2021,55835.2,54277.3,57121,55683.4
03/15/2021,54269.4,60347.5,56024.1,53342.6
03/14/2021,60375.5,61350.2,60459.9,58859
03/13/2021,61218.9,56865.6,61673.7,60755.8
03/12/2021,56485.1,56702.6,57271.8,56118.8
03/11/2021,56710.6,55812.7,58052.3,56545.9
03/10/2021,55667.1,53694.3,56461,55168.1
03/09/2021,53565.5,53714.1,55772.3,53187.5
03/08/2021,53878.4,50450.8,54077.9,51941.3
03/07/2021,50411.2,49485.6,51801.1,50141.4
03/06/2021,49501.2,48467.1,49881.4,48890.6
03/05/2021,48447.7,46677.4,49132.7,48166.4
03/04/2021,47132,49029.8,48363.6,46370.1
03/03/2021,49278.1,49126.2,51757.7,49111.5
03/02/2021,49207.5,49161.1,49309.1,48159.2
03/01/2021,49053,46464.4,50191.9,48662.2
02/28/2021,46566.6,44403.5,46809.5,45008.8
02/27/2021,44741,47686.9,46582,44346.9
02/26/2021,47762.9,47011.8,48018.5,46205.2
02/25/2021,47020,49651.9,47749.1,46051.2
02/24/2021,49822.7,50783,50857.8,49597.9
02/23/2021,50884.3,50636.7,51299.1,47031.7
02/22/2021,50379,55807.3,54115,50161.2
02/21/2021,55531.8,56715.9,57480.5,55128.5
02/20/2021,56537.3,55829.6,56895.2,55502.7
02/19/2021,55941.9,51162.8,56552.6,55415.1
02/18/2021,51137.3,52170.7,51925.3,50816.8
02/17/2021,52070.7,49360.2,52524,51731.3
02/16/2021,49273.4,49349.4,50209.6,49018.1
02/15/2021,49224.3,46875.7,49951,47044.4
02/14/2021,46784.5,47558.1,48936.5,45786.1
02/13/2021,47564.1,47840,47698.3,47051.9
02/12/2021,47856.3,47309.6,48097.3,47271
02/11/2021,47123.7,44648.8,48927.4,46950.9
02/10/2021,44618.5,46022.3,44993.5,44041
02/09/2021,46010.7,46841.3,46865.5,45652.1
02/08/2021,46400.5,38596.3,47405.3,45603.3
02/07/2021,38611.7,38328.5,39123.6,38057
02/06/2021,37990.1,39208.2,39611.9,37987.2
02/05/2021,39259.4,37284.7,39653.1,38275.3
02/04/2021,37299.4,37696.7,37488.4,36640
02/03/2021,37634.5,36618.4,38298.5,37375.9
02/02/2021,36609.2,33904.7,36843.5,35401.5
02/01/2021,33869.6,33554.3,34150.4,33462.4
01/31/2021,33580.3,34031.8,33937.7,32324.9
01/30/2021,33930.3,33512,34348.3,33687.3
01/29/2021,33424.5,33762.7,34920.9,32908.5
01/28/2021,33093.1,31342,34325.8,32839.8
01/27/2021,31258.1,31887.7,31602,29911.9
01/26/2021,31721.7,32027.9,32545.4,31556.2
01/25/2021,32007.5,33397.7,32820.1,31493.3
01/24/2021,33348.7,32838.3,33739.5,32205.1
01/23/2021,32659.8,32598.5,32702.9,31692.5
01/22/2021,32635.2,30933.8,32994.1,32088.2
01/21/2021,30812.8,34249.9,31380,28871.2
01/20/2021,34462.6,35261.1,35591.1,34256.8
01/19/2021,35386.8,36332.8,36384.4,34857
01/18/2021,36406.6,35132.9,37270.5,36360.3
01/17/2021,34976.6,35857.6,36195.2,34890.7
01/16/2021,35955.7,36582.2,36723.7,35592.7
01/15/2021,36549.4,38459.4,37608.6,36022.9
01/14/2021,38569.2,37485.3,39715,38354.6
01/13/2021,37370.9,33179.3,38133.2,36772.1
01/12/2021,33168.2,35278.4,34297,32451.9
01/11/2021,34771.4,35567.4,35490,33729.6
01/10/2021,35633.7,40378.2,38217.2,33688.8
01/09/2021,40390.8,40236.9,41362.4,40149.7
01/08/2021,40378.7,38721.8,40950.2,39556.7
01/07/2021,38713.3,37492.9,39701.2,36613.4
01/06/2021,37490,35320.3,37714.8,36494.1
01/05/2021,35228.7,30918.3,35739.4,33408.3
01/04/2021,31381.1,33288.9,32846.9,30460.5
01/03/2021,33328.7,33238.9,33587.5,32453.1
01/02/2021,32861.6,29382.6,32884.7,32029.6
01/01/2021,29400.6,29245,29496.7,29008
12/31/2020,29238.8,29024.8,29482.3,28724.3
12/30/2020,28940.6,27903.6,29298.8,28334.2
12/29/2020,27838.5,26443.7,28192.6,27377
12/28/2020,26381.2,26847.4,27089.4,26205.1
12/27/2020,26946.1,26715.1,27331.6,26144.3
12/26/2020,26710.9,24811.2,26937.5,26438.4
12/25/2020,24911.2,23603.6,25011,24515.1
12/24/2020,23577.7,23023.4,23814.1,23445.3
12/23/2020,22977.4,23470,23253.2,22737.3
12/22/2020,23516.6,22948.2,24028.9,23500.7
12/21/2020,22954.2,23912.5,23060.8,22481
12/20/2020,23901.2,23410,24101.9,23321.1
12/19/2020,23300.3,23047.1,23843.6,23098.9
12/18/2020,23083.2,22867.7,23229.1,22923.1
12/17/2020,22947.3,21786.2,23241.3,22493.9
12/16/2020,21837.6,19335,22148.4,21243.1
12/15/2020,19381.2,19484.8,19491.7,19299.7
12/14/2020,19309.3,19265.1,19556.3,19250.3
12/13/2020,19083,18790.9,19326.2,19007
12/12/2020,18867.2,18277.1,18883.6,18716.8
12/11/2020,18384,17962.6,18390.1,18025.1
12/10/2020,17984,18400.6,18288.3,17733.8
12/09/2020,18455.5,18153.8,18551.8,18339.6
12/08/2020,18217.9,19182.5,18371.5,18053
12/07/2020,19178.5,19290,19236,19141.1
12/06/2020,19288.8,19191.3,19424.6,19166.9
12/05/2020,19203.7,18816.8,19340.1,19141
12/04/2020,18884.1,19170.8,18921.3,18507.1
12/03/2020,19288.2,19040.9,19529.5,19140.2
12/02/2020,19065.4,18519.1,19295,18954.6
12/01/2020,18507.3,19380.4,18954.5,18346.7
11/30/2020,19466.8,18535,19717.6,19366.8
11/29/2020,18511.3,17771.7,18616.7,18186
11/28/2020,17791.7,16969.4,17864,17530.4
11/27/2020,16938.7,17070.3,17191.5,16915.9
11/26/2020,17071.3,17757.1,17450.3,17037.8
11/25/2020,17777.1,18690.9,18894.9,17279.7
11/24/2020,18779.6,18448.2,19216.6,18769.4
11/23/2020,18423.7,18461.3,18527.7,18230
11/22/2020,18453.4,18593.9,18516.7,18016
11/21/2020,18582.4,18583.1,18751.5,18367.6
11/20/2020,18614.6,18195,18966,18467.5
11/19/2020,18180,17847.3,18225.4,17758.4
11/18/2020,17843.5,18377.9,18054.8,17594.6
11/17/2020,18376.8,16672.6,18393.2,17613.2
11/16/2020,16648.2,16032.5,16825.9,16562
11/15/2020,16004.3,15937.4,16042.1,15870.7
11/14/2020,15924.2,16149.6,16102.3,15879.5
11/13/2020,16116.8,16405.1,16328.2,16111.2
11/12/2020,16395.1,15666.2,16474.1,16270.7
11/11/2020,15659.1,15372.5,15712.1,15483.5
11/10/2020,15385.2,15385.1,15497.5,15281
11/09/2020,15396.9,15385.7,15431.2,15192.7
11/08/2020,15395.6,14967.7,15598.4,15364.2
11/07/2020,15030.2,15556.5,15106.5,14720.7
11/06/2020,15498.7,15463.3,15754.4,15471.1
11/05/2020,15548.2,14293.3,15955.2,15433
11/04/2020,14292.5,13908.9,14358.6,14099.7
11/03/2020,13897.3,13419.7,14034.5,13704.8
11/02/2020,13419,13698.9,13640.2,13321.2
11/01/2020,13666.5,13677.2,13828.4,13655
10/31/2020,13659,13491.7,13889.5,13659
10/30/2020,13471.3,13434,13731.5,13441.7
10/29/2020,13452.7,13280.8,13655.7,13363.1
10/28/2020,13266.6,13785,13308.6,13180.8
10/27/2020,13799.5,13082.2,13851.7,13637.3
10/26/2020,13090,13100.9,13125.2,13050.3
10/25/2020,13101.3,13298.6,13129.3,12982.5
10/24/2020,13303.9,12972,13343.9,13077.8
10/23/2020,12982.1,12966.3,13013.7,12876.4
10/22/2020,12958.2,12726,13005.1,12842.7
10/21/2020,12770.2,12187.8,12928.1,12718.1
10/20/2020,12195.9,11743.2,12232.6,11894.6
10/19/2020,11756.5,11421.2,11760.8,11685.7
10/18/2020,11430.9,11370.6,11529.8,11427.2
10/17/2020,11372.3,11365.6,11399.5,11349.8
10/16/2020,11355.2,11508.9,11358,11274.4
10/15/2020,11499,11377.5,11542.2,11474.9
10/14/2020,11376.5,11392.8,11426.4,11361.7
10/13/2020,11442.7,11457.4,11485.6,11413.8
10/12/2020,11469.1,11386.4,11540.4,11436.9
10/11/2020,11395.5,11333,11408.8,11348.5
10/10/2020,11327.2,11410.8,11394.5,11277.6
10/09/2020,11419.8,10889.9,11475,11053.5
10/08/2020,10896.3,10642.5,10939.1,10868.4
10/07/2020,10645.4,10577.1,10672.1,10619.9
10/06/2020,10588.9,10766.7,10604.3,10553.3
10/05/2020,10778.5,10667.2,10800.3,10743.2
10/04/2020,10684.2,10547.2,10729.9,10659.4
10/03/2020,10545.4,10556.6,10560.3,10520.8
10/02/2020,10552.7,10646.8,10576.8,10523.4
10/01/2020,10613.6,10798.4,10627.6,10585.9
09/30/2020,10801.9,10747.7,10855.5,10776.6
09/29/2020,10768.5,10688.6,10847.7,10757.2
09/28/2020,10697.8,10908.7,10728.5,10667.8
09/27/2020,10895.8,10779.4,10946.6,10776.4
09/26/2020,10778.7,10710.3,10799.2,10722.4
09/25/2020,10706.4,10710.7,10745.6,10650.2
09/24/2020,10685.4,10299.5,10753.5,10685.4
09/23/2020,10300.2,10515.5,10336.1,10201
09/22/2020,10485.9,10445.5,10535,10485.4
